rep_id,name,region,product_line,tenure_months,base_salary,monthly_target,actual_sales,deals_closed,month,year
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,548100.0,11,9,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,110800.0,3,9,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,684800.0,9,9,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,835700.0,10,9,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,349000.0,8,9,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,343300.0,7,9,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,422400.0,6,9,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,238500.0,2,9,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,397700.0,9,9,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,192100.0,4,9,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,580000.0,9,9,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,428300.0,4,9,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,622000.0,7,9,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,666100.0,8,9,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,325200.0,8,9,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,542000.0,5,9,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,328200.0,8,9,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,276900.0,6,9,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,430300.0,7,9,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,384900.0,3,9,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,615500.0,7,9,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,376200.0,6,9,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,367700.0,7,9,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,302700.0,4,9,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,638500.0,8,9,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,313000.0,6,9,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,473400.0,10,9,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,686100.0,8,9,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,252600.0,7,9,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,258400.0,8,9,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,248200.0,3,9,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,929100.0,9,9,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,582200.0,10,9,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,517400.0,10,9,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,395800.0,6,9,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,507300.0,7,9,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,292000.0,1,9,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,638700.0,10,9,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,432700.0,6,9,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,207900.0,2,9,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,507000.0,6,9,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,187900.0,3,9,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,347900.0,9,9,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,392900.0,8,9,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,355600.0,3,9,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,315500.0,8,9,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,385000.0,4,9,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,228500.0,5,9,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,735100.0,11,9,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,469400.0,6,9,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,262700.0,6,9,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,349000.0,5,9,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,308600.0,5,9,2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,420500.0,8,10,2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,537000.0,10,10,2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,819900.0,9,10,2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,341400.0,4,10,2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,498500.0,7,10,2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,254600.0,6,10,2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,397200.0,6,10,2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,432000.0,8,10,2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,468900.0,9,10,2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,517100.0,7,10,2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,557200.0,10,10,2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,228000.0,3,10,2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,426800.0,4,10,2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,432500.0,7,10,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,642200.0,11,10,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,586300.0,10,10,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,587800.0,8,10,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,485800.0,8,10,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,468400.0,8,10,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,336700.0,5,10,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,533300.0,9,10,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,385200.0,8,10,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,519800.0,5,10,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,626900.0,8,10,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,471000.0,8,10,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,310200.0,6,10,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,237900.0,5,10,2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,432100.0,8,10,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,254200.0,6,10,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,513200.0,6,10,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,749100.0,11,10,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,406700.0,8,10,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,326300.0,9,10,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,520800.0,8,10,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,286000.0,5,10,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,609400.0,9,10,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,298400.0,7,10,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,504000.0,10,10,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,292900.0,5,10,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,604900.0,9,10,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,587100.0,5,10,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,399300.0,8,10,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,796600.0,10,10,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,299100.0,6,10,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,388900.0,10,10,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,373000.0,6,10,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,419200.0,5,10,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,819900.0,8,10,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,286600.0,4,10,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,490500.0,10,10,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,398400.0,6,10,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,536500.0,5,10,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,406000.0,10,10,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,511400.0,9,10,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,713900.0,8,10,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,179900.0,1,10,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,207400.0,5,10,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,341200.0,3,10,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,902100.0,9,10,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,637200.0,13,10,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,563000.0,8,10,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,228600.0,2,10,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,605100.0,8,10,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,511800.0,5,10,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,768600.0,9,10,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,473700.0,11,10,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,364900.0,5,10,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,413900.0,4,10,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,368900.0,7,10,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,159900.0,2,10,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,418400.0,10,10,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,395300.0,5,10,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,363400.0,7,10,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,257900.0,4,10,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,179400.0,3,10,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,758000.0,11,10,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,477400.0,6,10,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,304700.0,6,10,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,397600.0,4,10,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,326500.0,4,10,2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,503200.0,9,11,2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,617600.0,10,11,2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,956900.0,10,11,2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,274300.0,3,11,2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,485900.0,6,11,2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,260100.0,4,11,2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,429200.0,7,11,2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,374800.0,5,11,2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,614300.0,9,11,2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,535900.0,9,11,2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,559400.0,8,11,2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,278800.0,3,11,2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,548200.0,7,11,2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,594900.0,9,11,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,676800.0,9,11,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,473600.0,6,11,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,619700.0,12,11,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,506500.0,11,11,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,411900.0,7,11,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,358100.0,5,11,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,619400.0,11,11,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,570200.0,11,11,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,767200.0,11,11,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,643100.0,12,11,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,439500.0,10,11,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,524200.0,6,11,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,327900.0,9,11,2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,470000.0,10,11,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,281600.0,4,11,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,634100.0,10,11,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,765200.0,8,11,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,456700.0,9,11,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,342400.0,7,11,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,437300.0,9,11,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,382800.0,4,11,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,496100.0,7,11,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,383200.0,9,11,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,453400.0,8,11,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,472300.0,8,11,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,569700.0,6,11,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,662900.0,9,11,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,449700.0,10,11,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,544300.0,5,11,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,350700.0,4,11,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,365400.0,9,11,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,458100.0,11,11,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,475000.0,5,11,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,924900.0,9,11,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,301100.0,4,11,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,319700.0,5,11,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,308900.0,7,11,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,565800.0,10,11,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,364200.0,10,11,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,551900.0,10,11,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,822500.0,11,11,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,258000.0,7,11,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,212100.0,6,11,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,422700.0,6,11,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,919500.0,11,11,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,671900.0,13,11,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,594100.0,13,11,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,226400.0,4,11,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,727300.0,8,11,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,668500.0,6,11,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,747800.0,12,11,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,417600.0,7,11,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,343600.0,7,11,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,424700.0,7,11,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,455100.0,6,11,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,399900.0,9,11,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,408800.0,8,11,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,324200.0,6,11,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,305700.0,8,11,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,320200.0,6,11,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,250000.0,4,11,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,864700.0,11,11,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,472500.0,9,11,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,291700.0,6,11,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,414600.0,6,11,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,435400.0,7,11,2024
REP001,Anay Shanker,South,DataSync,67,937330,539239,749100.0,10,12,2024
REP002,Nirvaan Choudhury,West,DataSync,67,1162942,459637,705800.0,13,12,2024
REP003,Sara Behl,West,CloudCore,23,1242077,682789,1051600.0,10,12,2024
REP004,Kiara Kakar,East,CloudCore,70,1183621,400299,435900.0,6,12,2024
REP005,Aniruddh Batra,East,CloudCore,5,956170,458650,638900.0,9,12,2024
REP006,Mehul Krishnan,West,SecureAPI,33,1172451,365184,457000.0,8,12,2024
REP007,Jhanvi Chaudhary,North,SecureAPI,13,1394916,372453,512900.0,12,12,2024
REP008,Madhup Kapur,East,SecureAPI,11,1127831,549387,442100.0,4,12,2024
REP009,Zoya Virk,South,DataSync,19,881869,472949,651800.0,11,12,2024
REP010,Tara Swaminathan,West,CloudCore,24,1426510,538966,788000.0,10,12,2024
REP011,Rasha Kakar,West,CloudCore,57,1486059,511043,723300.0,13,12,2024
REP012,Ranbir Brahmbhatt,North,DataSync,42,1010922,404593,396600.0,5,12,2024
REP013,Tarini Ganguly,West,DataSync,59,1241559,535828,585900.0,10,12,2024
REP014,Divij Gupta,East,CloudCore,34,763441,517806,762200.0,13,12,2024
REP015,Taimur Vaidya,East,DataSync,32,711028,454256,791400.0,15,12,2024
REP016,Lavanya Deo,East,CloudCore,10,737220,520031,721600.0,11,12,2024
REP017,Samiha Karpe,South,CloudCore,45,782938,437149,688500.0,10,12,2024
REP018,Uthkarsh Baral,North,SecureAPI,65,1092004,406160,530600.0,11,12,2024
REP019,Mishti Ranganathan,North,DataSync,63,1398782,363700,537500.0,11,12,2024
REP020,Kashvi Char,South,SecureAPI,27,1176833,374726,266800.0,6,12,2024
REP021,Azad Sahota,East,SecureAPI,48,925994,461038,752800.0,11,12,2024
REP022,Trisha Dhillon,South,CloudCore,15,806802,431778,526200.0,9,12,2024
REP023,Mehul Verma,East,CloudCore,16,877892,530367,682700.0,12,12,2024
REP024,Vaibhav Dewan,West,CloudCore,60,1412336,473495,819700.0,13,12,2024
REP025,Myra Tiwari,West,SecureAPI,62,1142075,415485,545700.0,10,12,2024
REP026,Ishaan Goyal,North,DataSync,59,879046,511818,453900.0,5,12,2024
REP027,Lakshay Sampath,West,DataSync,15,1427057,313261,188600.0,6,12,2024
REP028,Rati Sanghvi,West,CloudCore,4,1416847,448896,630000.0,13,12,2024
REP029,Mahika Ravi,South,DataSync,24,997861,406539,409900.0,7,12,2024
REP030,Hazel Sethi,South,SecureAPI,54,974130,586569,957800.0,12,12,2024
REP031,Ishaan Kashyap,North,CloudCore,3,1197382,604693,943200.0,13,12,2024
REP032,Purab Reddy,West,SecureAPI,39,1327110,460888,607500.0,9,12,2024
REP033,Piya Gaba,South,DataSync,22,1260311,349780,462700.0,8,12,2024
REP034,Manikya Tara,East,CloudCore,72,730662,431959,664400.0,12,12,2024
REP035,Zara Dugar,North,SecureAPI,9,859942,503138,431800.0,8,12,2024
REP036,Priyansh Bali,North,CloudCore,23,1356926,429821,570700.0,10,12,2024
REP037,Jiya Vora,East,SecureAPI,26,742001,367962,368200.0,6,12,2024
REP038,Lakshit Sagar,North,CloudCore,54,1046629,462855,607600.0,10,12,2024
REP039,Vivaan Wagle,North,SecureAPI,34,1397347,501760,394900.0,8,12,2024
REP040,Hridaan Deo,South,SecureAPI,56,835965,522326,686300.0,9,12,2024
REP041,Nishith Sharma,East,SecureAPI,43,974088,595027,866600.0,12,12,2024
REP042,Siya Master,North,DataSync,33,1129445,369629,412600.0,10,12,2024
REP043,Keya Iyengar,South,CloudCore,61,1064569,565767,737800.0,12,12,2024
REP044,Madhup Biswas,South,DataSync,4,826066,420136,309100.0,7,12,2024
REP045,Divij Shroff,North,DataSync,15,1390341,319204,471200.0,13,12,2024
REP046,Faiyaz Bose,South,SecureAPI,36,1280458,384722,398500.0,6,12,2024
REP047,Vritika Sangha,East,SecureAPI,11,1161826,580495,443700.0,8,12,2024
REP048,Kimaya Balay,East,CloudCore,23,849415,629734,846100.0,10,12,2024
REP049,Vaibhav Raju,East,DataSync,41,1068857,460347,549900.0,7,12,2024
REP050,Eva Dass,North,DataSync,4,1354634,475076,410600.0,5,12,2024
REP051,Pihu Sen,North,CloudCore,16,1113921,470407,359900.0,6,12,2024
REP052,Pihu Wali,West,CloudCore,22,962235,542788,861500.0,12,12,2024
REP053,Tiya Rege,East,DataSync,46,810430,353371,370300.0,8,12,2024
REP054,Faiyaz Din,South,DataSync,67,1026807,428065,396500.0,7,12,2024
REP055,Indranil Karan,West,CloudCore,14,903266,622075,842200.0,8,12,2024
REP056,Saira Vora,West,DataSync,3,896228,387439,300600.0,5,12,2024
REP057,Damini Singh,East,DataSync,36,1034030,342357,229600.0,4,12,2024
REP058,Dishani Bera,East,SecureAPI,57,989239,497038,507400.0,10,12,2024
REP059,Navya Kulkarni,North,CloudCore,22,878898,686046,1110900.0,13,12,2024
REP060,Indrans Grover,South,SecureAPI,21,1137151,462666,708800.0,10,12,2024
REP061,Hrishita Sood,South,CloudCore,49,1073232,420916,612300.0,10,12,2024
REP062,Kismat Edwin,North,CloudCore,34,1020281,453893,478500.0,6,12,2024
REP063,Advik Bhalla,South,DataSync,22,1176117,542683,753200.0,9,12,2024
REP064,Zara Dube,North,CloudCore,25,970395,616161,528300.0,8,12,2024
REP065,Bhavin Dara,North,SecureAPI,55,1148321,560301,1004300.0,13,12,2024
REP066,Dharmajan Setty,South,SecureAPI,37,1010222,391732,434500.0,9,12,2024
REP067,Darshit Sidhu,West,CloudCore,51,963346,420302,239000.0,5,12,2024
REP068,Gokul Sahni,West,DataSync,28,1083238,514063,379100.0,6,12,2024
REP069,Ira Butala,East,DataSync,42,883321,515098,447200.0,6,12,2024
REP070,Eva Viswanathan,North,SecureAPI,31,1038651,356203,330100.0,6,12,2024
REP071,Lakshit Madan,East,DataSync,45,908910,373034,463800.0,9,12,2024
REP072,Riya Dugal,West,SecureAPI,47,1142683,518160,491600.0,7,12,2024
REP073,Oorja Sachar,South,DataSync,6,1097235,330236,356600.0,8,12,2024
REP074,Advika Yogi,South,SecureAPI,25,1023903,502198,587500.0,11,12,2024
REP075,Fateh Dasgupta,South,DataSync,7,1028361,328417,282700.0,8,12,2024
REP076,Chirag Gara,North,CloudCore,43,1162479,628796,920200.0,9,12,2024
REP077,Khushi Malhotra,West,SecureAPI,17,1386265,450976,603400.0,8,12,2024
REP078,Khushi Choudhary,West,SecureAPI,35,1049312,361635,350800.0,6,12,2024
REP079,Devansh Sathe,West,DataSync,69,851773,542633,538800.0,6,12,2024
REP080,Manikya Bandi,East,SecureAPI,28,1060110,445478,431300.0,9,12,2024
